Betreiber: LfU
Pegelkennziffer (PKZ): 6919100
Messstellenname: Frankfurt (Oder), Westkreuz
Gewaessername: Klinge
AEo [qkm]: 8,20
Pegelnullpunkt: 55,193  DHHN2016 
ETRS 89_3_Ost: 465727,370062
ETRS 89_3_Nord: 5799817,120227
Geografische Laenge:  14,496859
Geografische Breite:  52,347578
Parameter: W [cm]
Datum;Uhrzeit;Relativer Wert [cm];Qualität (rel. Wert)
04.10.1996;Tagesmittel;17;Gut
05.10.1996;Tagesmittel;17;Gut
06.10.1996;Tagesmittel;16;Gut
07.10.1996;Tagesmittel;16;Gut
08.10.1996;Tagesmittel;16;Gut
09.10.1996;Tagesmittel;16;Gut
10.10.1996;Tagesmittel;16;Gut
11.10.1996;Tagesmittel;16;Gut
12.10.1996;Tagesmittel;16;Gut
13.10.1996;Tagesmittel;16;Gut
14.10.1996;Tagesmittel;16;Gut
15.10.1996;Tagesmittel;16;Gut
16.10.1996;Tagesmittel;16;Gut
17.10.1996;Tagesmittel;16;Gut
18.10.1996;Tagesmittel;17;Gut
19.10.1996;Tagesmittel;16;Gut
