Betreiber: LfU;;;
Pegelkennziffer (PKZ): 6919300;;;
Messstellenname: Frankfurt (Oder), Simonsmühle;;;
Gewaessername: Klinge;;;
AEo [qkm]: 13,91;;;
Pegelnullpunkt: 34,27  DHHN92 ;;;
ETRS 89_3_Ost: 467257,439684;;;
ETRS 89_3_Nord: 5800668,919883;;;
Geografische Laenge:  14,519237;;;
Geografische Breite:  52,355329;;;
Parameter: W [cm];;;
Datum;Uhrzeit;Relativer Wert [cm];Qualität (rel. Wert)
22.11.1995;Tagesmittel;28;Gut
23.11.1995;Tagesmittel;28;Gut
24.11.1995;Tagesmittel;29;Gut
25.11.1995;Tagesmittel;28;Gut
26.11.1995;Tagesmittel;28;Gut
27.11.1995;Tagesmittel;27;Gut
28.11.1995;Tagesmittel;27;Gut
29.11.1995;Tagesmittel;27;Gut
30.11.1995;Tagesmittel;27;Gut
01.12.1995;Tagesmittel;27;Gut
02.12.1995;Tagesmittel;27;Gut
03.12.1995;Tagesmittel;26;Gut
04.12.1995;Tagesmittel;26;Gut
05.12.1995;Tagesmittel;26;Gut
06.12.1995;Tagesmittel;26;Gut
07.12.1995;Tagesmittel;26;Gut
08.12.1995;Tagesmittel;26;Gut
09.12.1995;Tagesmittel;26;Gut
10.12.1995;Tagesmittel;26;Gut
11.12.1995;Tagesmittel;27;Gut
12.12.1995;Tagesmittel;27;Gut
13.12.1995;Tagesmittel;27;Gut
14.12.1995;Tagesmittel;27;Gut
15.12.1995;Tagesmittel;26;Gut
16.12.1995;Tagesmittel;26;Gut
17.12.1995;Tagesmittel;26;Gut
18.12.1995;Tagesmittel;26;Gut
19.12.1995;Tagesmittel;26;Gut
20.12.1995;Tagesmittel;26;Gut
21.12.1995;Tagesmittel;26;Gut
22.12.1995;Tagesmittel;29;Gut
23.12.1995;Tagesmittel;41;Gut
24.12.1995;Tagesmittel;32;Gut
25.12.1995;Tagesmittel;29;Gut
26.12.1995;Tagesmittel;28;Gut
27.12.1995;Tagesmittel;28;Gut
28.12.1995;Tagesmittel;28;Gut
29.12.1995;Tagesmittel;28;Gut
