timestamp,value
19321101000000,98
19321102000000,98
19321103000000,98
19321104000000,99
19321105000000,100
19321106000000,100
19321107000000,100
19321108000000,101
19321109000000,102
19321110000000,102
19321111000000,102
19321112000000,102
19321113000000,101
19321114000000,101
19321115000000,100
19321116000000,100
19321117000000,100
19321118000000,100
19321119000000,99
19321120000000,98
19321121000000,98
19321122000000,98
19321123000000,98
19321124000000,98
19321125000000,98
19321126000000,97
19321127000000,97
19321128000000,96
19321129000000,94
19321130000000,91
19321201000000,90
19321202000000,88
19321203000000,88
19321204000000,88
19321205000000,92
19321206000000,90
19321207000000,95
19321208000000,97
19321209000000,98
19321210000000,96
19321211000000,94
19321212000000,92
19321213000000,90
19321214000000,91
19321215000000,92
19321216000000,92
19321217000000,92
19321218000000,91
19321219000000,90
19321220000000,90
19321221000000,90
19321222000000,91
19321223000000,92
19321224000000,91
19321225000000,91
19321226000000,91
19321227000000,90
19321228000000,90
19321229000000,90
19321230000000,92
19321231000000,92
19330101000000,92
19330102000000,90
19330103000000,90
19330104000000,90
19330105000000,90
19330106000000,90
19330107000000,91
19330108000000,91
19330109000000,91
19330110000000,94
19330111000000,96
19330112000000,96
19330113000000,95
19330114000000,94
19330115000000,89
19330116000000,86
19330117000000,86
19330118000000,86
19330119000000,86
19330120000000,88
19330121000000,90
19330122000000,91
19330123000000,92
19330124000000,91
19330125000000,91
19330126000000,91
19330127000000,93
19330128000000,93
19330129000000,94
19330130000000,94
19330131000000,93
19330201000000,92
19330202000000,92
19330203000000,92
19330204000000,92
19330205000000,95
19330206000000,99
19330207000000,105
19330208000000,103
19330209000000,102
19330210000000,105
19330211000000,106
19330212000000,106
19330213000000,107
19330214000000,110
19330215000000,109
19330216000000,110
19330217000000,109
19330218000000,108
19330219000000,105
19330220000000,101
19330221000000,100
19330222000000,94
19330223000000,93
19330224000000,92
19330225000000,92
19330226000000,93
19330227000000,95
19330228000000,100
19330301000000,101
19330302000000,101
19330303000000,102
19330304000000,104
19330305000000,109
19330306000000,108
19330307000000,108
19330308000000,107
19330309000000,107
19330310000000,107
19330311000000,106
19330312000000,105
19330313000000,105
19330314000000,104
19330315000000,106
19330316000000,106
19330317000000,106
19330318000000,104
19330319000000,104
19330320000000,104
19330321000000,102
19330322000000,100
19330323000000,100
19330324000000,98
19330325000000,95
19330326000000,95
19330327000000,94
19330328000000,94
19330329000000,94
19330330000000,91
19330331000000,91
19330401000000,91
19330402000000,93
19330403000000,92
19330404000000,94
19330405000000,94
19330406000000,94
19330407000000,94
19330408000000,94
19330409000000,93
19330410000000,92
19330411000000,92
19330412000000,92
19330413000000,92
19330414000000,92
19330415000000,92
19330416000000,94
19330417000000,94
19330418000000,96
19330419000000,98
19330420000000,96
19330421000000,95
19330422000000,93
19330423000000,94
19330424000000,92
19330425000000,92
19330426000000,91
19330427000000,90
19330428000000,90
19330429000000,89
19330430000000,88
19330501000000,88
19330502000000,87
19330503000000,87
19330504000000,88
19330505000000,85
19330506000000,85
19330507000000,85
19330508000000,85
19330509000000,84
19330510000000,85
19330511000000,85
19330512000000,87
19330513000000,88
19330514000000,87
19330515000000,88
19330516000000,88
19330517000000,87
19330518000000,87
19330519000000,86
19330520000000,85
19330521000000,84
19330522000000,84
19330523000000,83
19330524000000,84
19330525000000,86
19330526000000,87
19330527000000,88
19330528000000,87
19330529000000,85
19330530000000,84
19330531000000,81
19330601000000,80
19330602000000,78
19330603000000,78
19330604000000,78
19330605000000,79
19330606000000,79
19330607000000,79
19330608000000,79
19330609000000,81
19330610000000,83
19330611000000,83
19330612000000,85
19330613000000,83
19330614000000,80
19330615000000,80
19330616000000,79
19330617000000,79
19330618000000,80
19330619000000,80
19330620000000,80
19330621000000,80
19330622000000,80
19330623000000,90
19330624000000,88
19330625000000,87
19330626000000,88
19330627000000,90
19330628000000,91
19330629000000,90
19330630000000,89
19330701000000,90
19330702000000,90
19330703000000,90
19330704000000,91
19330705000000,92
19330706000000,92
19330707000000,90
19330708000000,84
19330709000000,84
19330710000000,84
19330711000000,85
19330712000000,87
19330713000000,88
19330714000000,86
19330715000000,84
19330716000000,85
19330717000000,86
19330718000000,84
19330719000000,83
19330720000000,83
19330721000000,83
19330722000000,82
19330723000000,85
19330724000000,84
19330725000000,89
19330726000000,83
19330727000000,82
19330728000000,80
19330729000000,79
19330730000000,78
19330731000000,77
19330801000000,77
19330802000000,85
19330803000000,86
19330804000000,84
19330805000000,85
19330806000000,82
19330807000000,80
19330808000000,81
19330809000000,84
19330810000000,84
19330811000000,84
19330812000000,84
19330813000000,84
19330814000000,81
19330815000000,79
19330816000000,79
19330817000000,80
19330818000000,81
19330819000000,82
19330820000000,82
19330821000000,81
19330822000000,82
19330823000000,82
19330824000000,83
19330825000000,84
19330826000000,80
19330827000000,81
19330828000000,80
19330829000000,81
19330830000000,79
19330831000000,80
19330901000000,81
19330902000000,81
19330903000000,82
19330904000000,82
19330905000000,82
19330906000000,83
19330907000000,83
19330908000000,84
19330909000000,83
19330910000000,80
19330911000000,80
19330912000000,79
19330913000000,78
19330914000000,79
19330915000000,79
19330916000000,80
19330917000000,81
19330918000000,82
19330919000000,82
19330920000000,82
19330921000000,81
19330922000000,81
19330923000000,81
19330924000000,80
19330925000000,80
19330926000000,79
19330927000000,79
19330928000000,79
19330929000000,80
19330930000000,80
19331001000000,80
19331002000000,80
19331003000000,81
19331004000000,82
19331005000000,86
19331006000000,86
19331007000000,84
19331008000000,81
19331009000000,80
19331010000000,81
19331011000000,81
19331012000000,81
19331013000000,81
19331014000000,81
19331015000000,82
19331016000000,83
19331017000000,84
19331018000000,85
19331019000000,87
19331020000000,86
19331021000000,83
19331022000000,81
19331023000000,79
19331024000000,79
19331025000000,81
19331026000000,84
19331027000000,87
19331028000000,86
19331029000000,84
19331030000000,87
19331031000000,89
19331101000000,92
19331102000000,93
19331103000000,94
19331104000000,93
19331105000000,91
19331106000000,90
19331107000000,92
19331108000000,95
19331109000000,96
19331110000000,96
19331111000000,95
19331112000000,94
19331113000000,99
19331114000000,95
19331115000000,94
19331116000000,94
19331117000000,94
19331118000000,94
19331119000000,93
19331120000000,89
19331121000000,88
19331122000000,89
19331123000000,89
19331124000000,94
19331125000000,95
19331126000000,94
19331127000000,92
19331128000000,92
19331129000000,92
19331130000000,86
19331201000000,86
19331202000000,87
19331203000000,86
19331204000000,86
19331205000000,83
19331206000000,81
19331207000000,82
19331208000000,82
19331209000000,84
19331210000000,86
19331211000000,87
19331212000000,89
19331213000000,91
19331214000000,89
19331215000000,91
19331216000000,91
19331217000000,89
19331218000000,88
19331219000000,86
19331220000000,85
19331221000000,84
19331222000000,83
19331223000000,84
19331224000000,85
19331225000000,85
19331226000000,86
19331227000000,86
19331228000000,86
19331229000000,86
19331230000000,85
19331231000000,85
19340101000000,84
19340102000000,83
19340103000000,85
19340104000000,86
19340105000000,86
19340106000000,89
19340107000000,87
19340108000000,87
19340109000000,89
19340110000000,90
19340111000000,90
19340112000000,90
19340113000000,88
19340114000000,89
19340115000000,90
19340116000000,91
19340117000000,90
19340118000000,93
19340119000000,93
19340120000000,96
19340121000000,96
19340122000000,92
19340123000000,93
19340124000000,94
19340125000000,93
19340126000000,91
19340127000000,91
19340128000000,97
19340129000000,95
19340130000000,92
19340131000000,91
19340201000000,92
19340202000000,91
19340203000000,91
19340204000000,91
19340205000000,90
19340206000000,90
19340207000000,92
19340208000000,94
19340209000000,97
19340210000000,97
19340211000000,96
19340212000000,96
19340213000000,94
19340214000000,92
19340215000000,91
19340216000000,89
19340217000000,88
19340218000000,90
19340219000000,90
19340220000000,93
19340221000000,97
19340222000000,98
19340223000000,98
19340224000000,98
19340225000000,94
19340226000000,92
19340227000000,92
19340228000000,95
19340301000000,98
19340302000000,97
19340303000000,98
19340304000000,98
19340305000000,98
19340306000000,98
19340307000000,98
19340308000000,98
19340309000000,98
19340310000000,96
19340311000000,97
19340312000000,96
19340313000000,96
19340314000000,95
19340315000000,94
19340316000000,94
19340317000000,94
19340318000000,94
19340319000000,93
19340320000000,92
19340321000000,92
19340322000000,92
19340323000000,91
19340324000000,91
19340325000000,92
19340326000000,93
19340327000000,92
19340328000000,94
19340329000000,93
19340330000000,91
19340331000000,90
19340401000000,89
19340402000000,87
19340403000000,86
19340404000000,88
19340405000000,88
19340406000000,86
19340407000000,85
19340408000000,84
19340409000000,85
19340410000000,86
19340411000000,90
19340412000000,89
19340413000000,85
19340414000000,83
19340415000000,83
19340416000000,83
19340417000000,84
19340418000000,86
19340419000000,86
19340420000000,84
19340421000000,84
19340422000000,83
19340423000000,83
19340424000000,85
19340425000000,85
19340426000000,84
19340427000000,83
19340428000000,81
19340429000000,83
19340430000000,86
19340501000000,84
19340502000000,81
19340503000000,80
19340504000000,80
19340505000000,80
19340506000000,81
19340507000000,83
19340508000000,85
19340509000000,84
19340510000000,83
19340511000000,81
19340512000000,82
19340513000000,80
19340514000000,81
19340515000000,83
19340516000000,82
19340517000000,82
19340518000000,82
19340519000000,80
19340520000000,79
19340521000000,79
19340522000000,81
19340523000000,83
19340524000000,82
19340525000000,82
19340526000000,83
19340527000000,83
19340528000000,82
19340529000000,83
19340530000000,82
19340531000000,81
19340601000000,81
19340602000000,79
19340603000000,78
19340604000000,77
19340605000000,76
19340606000000,75
19340607000000,74
19340608000000,74
19340609000000,74
19340610000000,73
19340611000000,73
19340612000000,72
19340613000000,72
19340614000000,71
19340615000000,70
19340616000000,69
19340617000000,68
19340618000000,68
19340619000000,68
19340620000000,68
19340621000000,69
19340622000000,68
19340623000000,69
19340624000000,67
19340625000000,66
19340626000000,68
19340627000000,69
19340628000000,69
19340629000000,68
19340630000000,68
19340701000000,68
19340702000000,68
19340703000000,69
19340704000000,68
19340705000000,67
19340706000000,67
19340707000000,66
19340708000000,65
19340709000000,65
19340710000000,65
19340711000000,65
19340712000000,65
19340713000000,64
19340714000000,64
19340715000000,64
19340716000000,64
19340717000000,64
19340718000000,64
19340719000000,65
19340720000000,64
19340721000000,63
19340722000000,65
19340723000000,67
19340724000000,69
19340725000000,69
19340726000000,69
19340727000000,70
19340728000000,71
19340729000000,72
19340730000000,71
19340731000000,71
19340801000000,70
19340802000000,70
19340803000000,70
19340804000000,74
19340805000000,79
19340806000000,81
19340807000000,80
19340808000000,79
19340809000000,79
19340810000000,80
19340811000000,80
19340812000000,80
19340813000000,79
19340814000000,79
19340815000000,78
19340816000000,78
19340817000000,77
19340818000000,77
19340819000000,76
19340820000000,79
19340821000000,79
19340822000000,80
19340823000000,80
19340824000000,81
19340825000000,81
19340826000000,80
19340827000000,80
19340828000000,80
19340829000000,83
19340830000000,80
19340831000000,81
19340901000000,87
19340902000000,90
19340903000000,88
19340904000000,88
19340905000000,89
19340906000000,89
19340907000000,87
19340908000000,87
19340909000000,86
19340910000000,86
19340911000000,86
19340912000000,86
19340913000000,86
19340914000000,85
19340915000000,80
19340916000000,80
19340917000000,80
19340918000000,80
19340919000000,82
19340920000000,84
19340921000000,83
19340922000000,83
19340923000000,80
19340924000000,80
19340925000000,79
19340926000000,78
19340927000000,79
19340928000000,80
19340929000000,80
19340930000000,80
19341001000000,79
19341002000000,80
19341003000000,79
19341004000000,80
19341005000000,81
19341006000000,81
19341007000000,81
19341008000000,81
19341009000000,81
19341010000000,82
19341011000000,83
19341012000000,83
19341013000000,86
19341014000000,85
19341015000000,87
19341016000000,86
19341017000000,85
19341018000000,84
19341019000000,83
19341020000000,81
19341021000000,81
19341022000000,80
19341023000000,79
19341024000000,79
19341025000000,81
19341026000000,82
19341027000000,82
19341028000000,83
19341029000000,84
19341030000000,84
19341031000000,84
19341101000000,85
19341102000000,86
19341103000000,86
19341104000000,85
19341105000000,84
19341106000000,84
19341107000000,86
19341108000000,89
19341109000000,94
19341110000000,91
19341111000000,86
19341112000000,86
19341113000000,86
19341114000000,86
19341115000000,84
19341116000000,84
19341117000000,85
19341118000000,90
19341119000000,94
19341120000000,94
19341121000000,98
19341122000000,98
19341123000000,99
19341124000000,98
19341125000000,97
19341126000000,97
19341127000000,99
19341128000000,100
19341129000000,100
19341130000000,100
19341201000000,100
19341202000000,98
19341203000000,98
19341204000000,98
19341205000000,98
19341206000000,98
19341207000000,98
19341208000000,97
19341209000000,97
19341210000000,96
19341211000000,96
19341212000000,96
19341213000000,94
19341214000000,95
19341215000000,96
19341216000000,95
19341217000000,91
19341218000000,92
19341219000000,92
19341220000000,93
19341221000000,93
19341222000000,93
19341223000000,93
19341224000000,91
19341225000000,91
19341226000000,90
19341227000000,89
19341228000000,90
19341229000000,90
19341230000000,90
19341231000000,91
19350101000000,92
19350102000000,94
19350103000000,94
19350104000000,96
19350105000000,99
19350106000000,99
19350107000000,95
19350108000000,93
19350109000000,93
19350110000000,88
19350111000000,85
19350112000000,85
19350113000000,84
19350114000000,87
19350115000000,89
19350116000000,91
19350117000000,95
19350118000000,95
19350119000000,96
19350120000000,96
19350121000000,96
19350122000000,96
19350123000000,98
19350124000000,100
19350125000000,106
19350126000000,102
19350127000000,97
19350128000000,95
19350129000000,97
19350130000000,97
19350131000000,100
19350201000000,100
19350202000000,103
19350203000000,105
19350204000000,104
19350205000000,106
19350206000000,109
19350207000000,106
19350208000000,106
19350209000000,105
19350210000000,103
19350211000000,101
19350212000000,93
19350213000000,99
19350214000000,105
19350215000000,119
19350216000000,121
19350217000000,123
19350218000000,120
19350219000000,116
19350220000000,114
19350221000000,114
19350222000000,113
19350223000000,113
19350224000000,113
19350225000000,113
19350226000000,113
19350227000000,113
19350228000000,112
19350301000000,114
19350302000000,113
19350303000000,113
19350304000000,114
19350305000000,114
19350306000000,114
19350307000000,113
19350308000000,113
19350309000000,114
19350310000000,113
19350311000000,110
19350312000000,109
19350313000000,108
19350314000000,107
19350315000000,106
19350316000000,105
19350317000000,104
19350318000000,104
19350319000000,104
19350320000000,104
19350321000000,104
19350322000000,104
19350323000000,104
19350324000000,104
19350325000000,104
19350326000000,104
19350327000000,104
19350328000000,103
19350329000000,103
19350330000000,103
19350331000000,102
19350401000000,101
19350402000000,102
19350403000000,102
19350404000000,102
19350405000000,101
19350406000000,100
19350407000000,101
19350408000000,103
19350409000000,105
19350410000000,106
19350411000000,106
19350412000000,106
19350413000000,107
19350414000000,107
19350415000000,105
19350416000000,105
19350417000000,105
19350418000000,106
19350419000000,104
19350420000000,103
19350421000000,101
19350422000000,100
19350423000000,100
19350424000000,100
19350425000000,100
19350426000000,100
19350427000000,102
19350428000000,103
19350429000000,105
19350430000000,104
19350501000000,103
19350502000000,102
19350503000000,101
19350504000000,100
19350505000000,97
19350506000000,93
19350507000000,92
19350508000000,91
19350509000000,90
19350510000000,91
19350511000000,90
19350512000000,90
19350513000000,90
19350514000000,90
19350515000000,89
19350516000000,89
19350517000000,89
19350518000000,88
19350519000000,86
19350520000000,86
19350521000000,87
19350522000000,85
19350523000000,84
19350524000000,84
19350525000000,85
19350526000000,87
19350527000000,87
19350528000000,85
19350529000000,84
19350530000000,84
19350531000000,84
19350601000000,85
19350602000000,86
19350603000000,86
19350604000000,88
19350605000000,85
19350606000000,83
19350607000000,83
19350608000000,82
19350609000000,82
19350610000000,82
19350611000000,82
19350612000000,83
19350613000000,84
19350614000000,84
19350615000000,83
19350616000000,86
19350617000000,84
19350618000000,83
19350619000000,82
19350620000000,83
19350621000000,82
19350622000000,82
19350623000000,80
19350624000000,80
19350625000000,81
19350626000000,83
19350627000000,82
19350628000000,82
19350629000000,84
19350630000000,84
19350701000000,82
19350702000000,82
19350703000000,82
19350704000000,82
19350705000000,84
19350706000000,83
19350707000000,81
19350708000000,80
19350709000000,79
19350710000000,78
19350711000000,78
19350712000000,78
19350713000000,78
19350714000000,78
19350715000000,78
19350716000000,78
19350717000000,78
19350718000000,78
19350719000000,78
19350720000000,77
19350721000000,79
19350722000000,80
19350723000000,81
19350724000000,81
19350725000000,81
19350726000000,80
19350727000000,80
19350728000000,81
19350729000000,82
19350730000000,82
19350731000000,80
19350801000000,80
19350802000000,78
19350803000000,80
19350804000000,79
19350805000000,78
19350806000000,78
19350807000000,77
19350808000000,76
19350809000000,75
19350810000000,75
19350811000000,76
19350812000000,76
19350813000000,76
19350814000000,78
19350815000000,89
19350816000000,86
19350817000000,82
19350818000000,80
19350819000000,80
19350820000000,80
19350821000000,82
19350822000000,83
19350823000000,82
19350824000000,81
19350825000000,79
19350826000000,78
19350827000000,77
19350828000000,78
19350829000000,79
19350830000000,79
19350831000000,79
19350901000000,80
19350902000000,80
19350903000000,80
19350904000000,80
19350905000000,80
19350906000000,80
19350907000000,82
19350908000000,82
19350909000000,81
19350910000000,79
19350911000000,79
19350912000000,79
19350913000000,78
19350914000000,78
19350915000000,78
19350916000000,78
19350917000000,76
19350918000000,76
19350919000000,77
19350920000000,78
19350921000000,79
19350922000000,79
19350923000000,80
19350924000000,80
19350925000000,80
19350926000000,84
19350927000000,80
19350928000000,78
19350929000000,77
19350930000000,78
19351001000000,78
19351002000000,79
19351003000000,80
19351004000000,81
19351005000000,82
19351006000000,84
19351007000000,84
19351008000000,84
19351009000000,84
19351010000000,84
19351011000000,85
19351012000000,84
19351013000000,85
19351014000000,85
19351015000000,86
19351016000000,86
19351017000000,86
19351018000000,85
19351019000000,85
19351020000000,85
19351021000000,84
19351022000000,84
19351023000000,85
19351024000000,84
19351025000000,85
19351026000000,89
19351027000000,90
19351028000000,89
19351029000000,90
19351030000000,90
19351031000000,91
19351101000000,92
19351102000000,94
19351103000000,92
19351104000000,91
19351105000000,89
19351106000000,91
19351107000000,92
19351108000000,92
19351109000000,94
19351110000000,96
19351111000000,96
19351112000000,99
19351113000000,99
19351114000000,100
19351115000000,100
19351116000000,100
19351117000000,98
19351118000000,95
19351119000000,94
19351120000000,94
19351121000000,94
19351122000000,93
19351123000000,96
19351124000000,98
19351125000000,99
19351126000000,99
19351127000000,99
19351128000000,94
19351129000000,94
19351130000000,93
19351201000000,93
19351202000000,92
19351203000000,92
19351204000000,92
19351205000000,92
19351206000000,91
19351207000000,90
19351208000000,90
19351209000000,90
19351210000000,90
19351211000000,90
19351212000000,91
19351213000000,91
19351214000000,91
19351215000000,90
19351216000000,90
19351217000000,90
19351218000000,91
19351219000000,91
19351220000000,90
19351221000000,90
19351222000000,89
19351223000000,86
19351224000000,86
19351225000000,85
19351226000000,85
19351227000000,86
19351228000000,88
19351229000000,86
19351230000000,85
19351231000000,84
19360101000000,84
19360102000000,84
19360103000000,84
19360104000000,85
19360105000000,85
19360106000000,85
19360107000000,88
19360108000000,87
19360109000000,85
19360110000000,89
19360111000000,92
19360112000000,92
19360113000000,92
19360114000000,92
19360115000000,92
19360116000000,92
19360117000000,91
19360118000000,92
19360119000000,90
19360120000000,86
19360121000000,88
19360122000000,90
19360123000000,90
19360124000000,91
19360125000000,90
19360126000000,90
19360127000000,91
19360128000000,91
19360129000000,91
19360130000000,92
19360131000000,92
19360201000000,92
19360202000000,92
19360203000000,92
19360204000000,92
19360205000000,93
19360206000000,93
19360207000000,93
19360208000000,92
19360209000000,91
19360210000000,89
19360211000000,86
19360212000000,84
19360213000000,84
19360214000000,86
19360215000000,89
19360216000000,88
19360217000000,88
19360218000000,85
19360219000000,84
19360220000000,84
19360221000000,84
19360222000000,84
19360223000000,84
19360224000000,84
19360225000000,85
19360226000000,90
19360227000000,92
19360228000000,92
19360229000000,96
19360301000000,96
19360302000000,96
19360303000000,96
19360304000000,94
19360305000000,94
19360306000000,93
19360307000000,92
19360308000000,91
19360309000000,90
19360310000000,89
19360311000000,89
19360312000000,89
19360313000000,89
19360314000000,90
19360315000000,91
19360316000000,90
19360317000000,90
19360318000000,90
19360319000000,88
19360320000000,86
19360321000000,85
19360322000000,85
19360323000000,84
19360324000000,84
19360325000000,84
19360326000000,84
19360327000000,84
19360328000000,84
19360329000000,84
19360330000000,84
19360331000000,84
19360401000000,85
19360402000000,87
19360403000000,88
19360404000000,88
19360405000000,87
19360406000000,86
19360407000000,86
19360408000000,85
19360409000000,85
19360410000000,84
19360411000000,84
19360412000000,84
19360413000000,85
19360414000000,84
19360415000000,84
19360416000000,84
19360417000000,84
19360418000000,84
19360419000000,86
19360420000000,82
19360421000000,83
19360422000000,84
19360423000000,84
19360424000000,86
19360425000000,87
19360426000000,86
19360427000000,84
19360428000000,84
19360429000000,85
19360430000000,84
19360501000000,84
19360502000000,83
19360503000000,83
19360504000000,83
19360505000000,84
19360506000000,84
19360507000000,84
19360508000000,83
19360509000000,82
19360510000000,82
19360511000000,81
19360512000000,82
19360513000000,84
19360514000000,85
19360515000000,83
19360516000000,81
19360517000000,80
19360518000000,79
19360519000000,79
19360520000000,79
19360521000000,79
19360522000000,81
19360523000000,82
19360524000000,84
19360525000000,82
19360526000000,81
19360527000000,81
19360528000000,81
19360529000000,80
19360530000000,81
19360531000000,82
19360601000000,82
19360602000000,82
19360603000000,82
19360604000000,81
19360605000000,81
19360606000000,81
19360607000000,81
19360608000000,82
19360609000000,83
19360610000000,83
19360611000000,85
19360612000000,82
19360613000000,82
19360614000000,82
19360615000000,81
19360616000000,81
19360617000000,81
19360618000000,81
19360619000000,78
19360620000000,78
19360621000000,78
19360622000000,79
19360623000000,79
19360624000000,81
19360625000000,82
19360626000000,82
19360627000000,82
19360628000000,82
19360629000000,81
19360630000000,80
19360701000000,80
19360702000000,82
19360703000000,82
19360704000000,80
19360705000000,79
19360706000000,77
19360707000000,76
19360708000000,75
19360709000000,77
19360710000000,78
19360711000000,77
19360712000000,76
19360713000000,76
19360714000000,76
19360715000000,78
19360716000000,78
19360717000000,77
19360718000000,78
19360719000000,80
19360720000000,78
19360721000000,79
19360722000000,81
19360723000000,81
19360724000000,79
19360725000000,78
19360726000000,78
19360727000000,79
19360728000000,80
19360729000000,82
19360730000000,82
19360731000000,81
19360801000000,82
19360802000000,81
19360803000000,78
19360804000000,78
19360805000000,79
19360806000000,78
19360807000000,78
19360808000000,78
19360809000000,80
19360810000000,80
19360811000000,80
19360812000000,80
19360813000000,80
19360814000000,80
19360815000000,80
19360816000000,80
19360817000000,81
