timestamp,value
19501101000000,203
19501102000000,206
19501103000000,206
19501104000000,206
19501105000000,208
19501106000000,204
19501107000000,206
19501108000000,206
19501109000000,208
19501110000000,206
19501111000000,208
19501112000000,208
19501113000000,208
19501114000000,202
19501115000000,202
19501116000000,204
19501117000000,207
19501118000000,204
19501119000000,202
19501120000000,204
19501121000000,200
19501122000000,202
19501123000000,202
19501124000000,208
19501125000000,206
19501126000000,206
19501127000000,200
19501128000000,206
19501129000000,204
19501130000000,204
19501201000000,204
19501202000000,204
19501203000000,206
19501204000000,205
19501205000000,207
19501206000000,205
19501207000000,207
19501208000000,205
19501209000000,203
19501210000000,203
19501211000000,203
19501212000000,198
19501213000000,206
19501214000000,207
19501215000000,208
19501216000000,207
19501217000000,206
19501218000000,206
19501219000000,207
19501220000000,208
19501221000000,210
19501222000000,206
19501223000000,208
19501224000000,209
19501225000000,200
19501226000000,200
19501227000000,210
19501228000000,208
19501229000000,202
19501230000000,205
19501231000000,209
19510101000000,209
19510102000000,208
19510103000000,206
19510104000000,206
19510105000000,206
19510106000000,207
19510107000000,207
19510108000000,206
19510109000000,208
19510110000000,206
19510111000000,206
19510112000000,207
19510113000000,202
19510114000000,204
19510115000000,210
19510116000000,203
19510117000000,206
19510118000000,210
19510119000000,204
19510120000000,202
19510121000000,208
19510122000000,210
19510123000000,209
19510124000000,205
19510125000000,200
19510126000000,200
19510127000000,203
19510128000000,209
19510129000000,208
19510130000000,206
19510131000000,210
19510201000000,209
19510202000000,208
19510203000000,207
19510204000000,209
19510205000000,208
19510206000000,208
19510207000000,208
19510208000000,209
19510209000000,209
19510210000000,210
19510211000000,210
19510212000000,210
19510213000000,209
19510214000000,210
19510215000000,210
19510216000000,208
19510217000000,208
19510218000000,203
19510219000000,203
19510220000000,203
19510221000000,205
19510222000000,205
19510223000000,203
19510224000000,203
19510225000000,206
19510226000000,207
19510227000000,202
19510228000000,201
19510301000000,200
19510302000000,202
19510303000000,201
19510304000000,203
19510305000000,208
19510306000000,200
19510307000000,200
19510308000000,202
19510309000000,205
19510310000000,205
19510311000000,206
19510312000000,202
19510313000000,200
19510314000000,199
19510315000000,204
19510316000000,206
19510317000000,208
19510318000000,209
19510319000000,204
19510320000000,206
19510321000000,206
19510322000000,207
19510323000000,208
19510324000000,204
19510325000000,202
19510326000000,201
19510327000000,200
19510328000000,202
19510329000000,204
19510330000000,203
19510331000000,203
19510401000000,205
19510402000000,201
19510403000000,203
19510404000000,206
19510405000000,204
19510406000000,205
19510407000000,203
19510408000000,204
19510409000000,203
19510410000000,203
19510411000000,204
19510412000000,201
19510413000000,201
19510414000000,200
19510415000000,206
19510416000000,203
19510417000000,204
19510418000000,204
19510419000000,205
19510420000000,203
19510421000000,204
19510422000000,206
19510423000000,205
19510424000000,204
19510425000000,205
19510426000000,200
19510427000000,202
19510428000000,203
19510429000000,206
19510430000000,202
19510501000000,207
19510502000000,201
19510503000000,204
19510504000000,207
19510505000000,204
19510506000000,207
19510507000000,204
19510508000000,207
19510509000000,205
19510510000000,205
19510511000000,203
19510512000000,205
19510513000000,205
19510514000000,208
19510515000000,202
19510516000000,208
19510517000000,208
19510518000000,206
19510519000000,203
19510520000000,204
19510521000000,206
19510522000000,204
19510523000000,204
19510524000000,204
19510525000000,204
19510526000000,205
19510527000000,208
19510528000000,206
19510529000000,208
19510530000000,208
19510531000000,202
19510601000000,204
19510602000000,206
